Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,Lenovo Global Technology,ThinkEdge SE455,1,2U,27342,7.29E+06,6.49E+06,5.88E+06,5.12E+06,4.40E+06,3.67E+06,2.93E+06,2.20E+06,1.47E+06,733360,212,185,171,152,142,133,123,112,100,87.6,52.5,34445,35141,34434,33655,30988,27545,23805,19665,14642,8376,64,1,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,192,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.1906),6 x 32 GB,"6 x 32GB 2Rx8 PC5-4800B-R; slots 1, 2, 3, 4, 5,and 6 populated",Line-powered,1 x 480GB M.2 SSD P/N:4XB7A82636 M.2 Module P/N:4Y37A79663,Integrated NVMe controller,Enabled (see SUT Notes),Lenovo P/N:4P57A78358,1,1100,Nov-2023,2023,Aug-2023,Lenovo Global Technology,Sep-2023,"<A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230830-01309.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230830-01309.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkEdge SE455V3,1,2U,24520,6.34E+06,5.72E+06,5.09E+06,4.46E+06,3.82E+06,3.18E+06,2.55E+06,1.91E+06,1.27E+06,637625,209,182,168,148,135,126,117,107,96.6,83.8,53.2,30292,31476,30287,30265,28210,25205,21683,17812,13123,7609,64,1,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,192,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,6 x 32 GB,"6 x 32GB 2Rx8 PC5-4800B-R; slots 1, 2, 3, 4, 5,and 6 populated",Line-powered,1 x 480GB M.2 SSD P/N:4XB7A82636 M.2 Module P/N:4Y37A79663,Integrated NVMe controller,Enabled (see SUT Notes),Lenovo P/N:4P57A78358,1,1100,Nov-2023,2023,Jan-2023,Lenovo Global Technology,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240130-01359.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240130-01359.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530,4,2U,12377,1.97E+07,1.78E+07,1.58E+07,1.38E+07,1.16E+07,9.89E+06,7.91E+06,5.92E+06,3.95E+06,1.98E+06,1324,1191,1064,942,836,761,688,618,547,471,315,14878,14932,14848,14668,13933,13002,11485,9579,7227,4194,224,8,28,2,Intel Xeon Platinum 8276L,2200,"28-Core, 2.20 GHz, 39424 KB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,768,SUSE Linux Enterprise Server 12 SP4,Kernel 4.12.14-94.41-default,12 x 16 GB,"16GB 2Rx8 PC4-2933V-RE1-12-MA0; slots 1,2,3,6,7,8,9,10,11,14,15 and 16 for each processor",Line-powered,1 x 128GB M.2 SSD (Lenovo P/N 7N47A00130),Integrated SATA controller,Enabled (see SUT Notes),Shared,0,0,Apr-2019,2019,Dec-2018,Lenovo Global Technology,Jul-2019,"<A HREF=""/power_ssj2008/results/res2019q3/power_ssj2008-20190623-00977.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2019q3/power_ssj2008-20190623-00977.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530,4,2U,11756,1.99E+07,1.82E+07,1.61E+07,1.41E+07,1.21E+07,1.01E+07,8.05E+06,6.04E+06,4.04E+06,2.02E+06,1474,1313,1150,1016,911,822,740,663,583,498,241,13473,13879,14027,13893,13265,12265,10881,9114,6923,4050,224,8,28,2,Intel Xeon Platinum 8176,2100,"28-Core, 2.10 GHz, 39424 KB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,768,Microsoft Windows Server 2012 R2 DataCenter,6.3 (Build 9600),12 x 16 GB,"16GB 2Rx8 PC4-2666V-RE1-12-MA0; slots 1,2,3,6,7,8,9,10,11,14,15 and 16 for each processor",Line-powered,1 x 128GB M.2 SSD (Lenovo P/N 7N47A00130),Integrated SATA controller,Lenovo Power Plan V1.0 for Windows Server 2012 R2 in OS,Shared,0,0,Jul-2018,2018,Jan-2018,Lenovo Global Technology,Sep-2018,"<A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00857.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00857.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530,4,2U,11472,1.96E+07,1.80E+07,1.60E+07,1.40E+07,1.20E+07,1.00E+07,8.00E+06,6.00E+06,3.99E+06,2.00E+06,1434,1324,1179,1042,929,838,758,678,597,512,256,13638,13596,13567,13422,12902,11929,10551,8853,6690,3911,224,8,28,2,Intel Xeon Platinum 8176,2100,"28-Core, 2.10 GHz, 39424 KB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,768,Microsoft Windows Server 2012 R2 DataCenter,Version 6.3.9600 (Build 9600),12 x 16 GB,"16GB 2Rx8 PC4-2666V-RE1-12-MA0; slots 1,2,3,6,7,8,9,10,11,14,15 and 16 for each processor",Line-powered,1 x 32GB M.2 SSD (Lenovo P/N 7N47A00129),Integrated SATA controller,Enabled (see SUT Notes),Shared,0,0,Aug-2017,2017,Sep-2017,Lenovo Global Technology,Jul-2017,"<A HREF=""/power_ssj2008/results/res2017q3/power_ssj2008-20170705-00770.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2017q3/power_ssj2008-20170705-00770.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530 V3,4,1U,17224,3.65E+07,3.29E+07,2.93E+07,2.56E+07,2.20E+07,1.83E+07,1.46E+07,1.10E+07,7.32E+06,3.66E+06,1829,1705,1356,1216,1118,1012,909,811,715,620,387,19943,19307,21597,21054,19634,18086,16085,13538,10236,5906,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",Microsoft Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2227),8 x 32768 MB,32GB 2Rx8 PC5-5600; slots 1 to 8 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Apr-2024,2024,Jan-2024,Lenovo Global Technology,May-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01407.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01407.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530 V3,4,1U,16695,3.82E+07,3.45E+07,3.07E+07,2.68E+07,2.29E+07,1.92E+07,1.53E+07,1.15E+07,7.67E+06,3.83E+06,2032,2022,1545,1270,1130,1026,914,817,724,627,510,18816,17078,19856,21113,20251,18681,16777,14069,10602,6112,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",SUSE Linux Enterprise Server 15 SP5,5.14.21-150500.53-default,8 x 32768 MB,32GB 2Rx8 PC5-5600; slots 1 to 8 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Apr-2024,2024,Jan-2024,Lenovo Global Technology,May-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01409.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01409.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD530 V3,4,1U,16635,3.42E+07,3.14E+07,2.76E+07,2.40E+07,2.06E+07,1.71E+07,1.37E+07,1.03E+07,6.86E+06,3.42E+06,1934,1708,1399,1179,1047,935,832,740,652,565,383,17697,18360,19708,20371,19664,18329,16494,13914,10514,6059,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",Microsoft Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2227),8 x 32768 MB,32GB 2Rx8 PC5-4800; slots 1 to 8 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Mar-2024,2024,Jan-2024,Lenovo Global Technology,Feb-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01357.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01357.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD535 V3,4,1U,38805,7.65E+07,6.91E+07,6.14E+07,5.37E+07,4.61E+07,3.84E+07,3.07E+07,2.30E+07,1.54E+07,7.68E+06,1557,1465,1319,1215,1111,1019,911,797,677,535,267,49140,47149,46531,44225,41467,37665,33679,28877,22698,14366,640,4,160,2,AMD EPYC 9845,2100,"160-Core, 2.10GHz 320 MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,"320 MB I+D on chip per chip, 32 MB shared / 8 cores",None,"1,536",SUSE Linux Enterprise Server 15 SP6,6.4.0-150600.21-default,12 x 32 GB,32GB 2Rx8 PC5-6400; slots 1 to 12 populated,Line-powered,1 x 960GB M.2 SSD P/N:4XB7A13999,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Jan-2025,2025,Jun-2024,Lenovo Global Technology,Mar-2025,"<A HREF=""/power_ssj2008/results/res2025q1/power_ssj2008-20250311-01506.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2025q1/power_ssj2008-20250311-01506.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD535 V3,4,1U,39083,7.83E+07,7.05E+07,6.27E+07,5.49E+07,4.70E+07,3.92E+07,3.14E+07,2.35E+07,1.57E+07,7.83E+06,1566,1472,1377,1228,1127,1024,912,802,682,556,280,49994,47906,45535,44684,41711,38270,34393,29319,22974,14077,640,4,160,2,AMD EPYC 9845,2100,"160-Core, 2.10GHz 320 MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,"320 MB I+D on chip per chip, 32 MB shared / 8 cores",None,"1,536",Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.2700),12 x 32 GB,32GB 2Rx8 PC5-6400; slots 1 to 12 populated,Line-powered,1 x 960GB M.2 SSD P/N:4XB7A13999,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Jan-2025,2025,Jun-2024,Lenovo Global Technology,Mar-2025,"<A HREF=""/power_ssj2008/results/res2025q1/power_ssj2008-20250311-01508.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2025q1/power_ssj2008-20250311-01508.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD535 V3,4,1U,36073,5.61E+07,5.03E+07,4.45E+07,3.95E+07,3.38E+07,2.82E+07,2.26E+07,1.69E+07,1.13E+07,5.65E+06,1313,1167,997,917,840,773,708,632,550,443,225,42730,43138,44644,43068,40279,36486,31893,26812,20517,12760,512,4,128,2,AMD EPYC 9754,2250,"128-Core, AMD Core Performance Boost up to 3.10GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"256 MB I+D on chip per chip, 32 MB shared / 8 cores",None,768,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,12 x 16 GB,16GB 1Rx8 PC5-4800B-R; slots 1 to 12 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,May-2024,2024,Jan-2024,Lenovo Global Technology,Apr-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240327-01387.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240327-01387.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD535 V3,4,1U,36637,5.73E+07,5.19E+07,4.55E+07,4.03E+07,3.45E+07,2.88E+07,2.30E+07,1.73E+07,1.15E+07,5.76E+06,1321,1199,999,920,842,774,709,634,552,449,222,43382,43245,45526,43786,41022,37139,32514,27225,20898,12839,512,4,128,2,AMD EPYC 9754,2250,"128-Core, AMD Core Performance Boost up to 3.10GHz, 256MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"256 MB I+D on chip per chip, 32 MB shared / 8 cores",None,768,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.2227),12 x 16 GB,16GB 1Rx8 PC5-4800B-R; slots 1 to 12 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,May-2024,2024,Jan-2024,Lenovo Global Technology,Apr-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240327-01389.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240327-01389.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD550 V3,2,2U,17466,3.35E+07,3.03E+07,2.69E+07,2.35E+07,2.02E+07,1.68E+07,1.34E+07,1.01E+07,6.73E+06,3.36E+06,1660,1558,1229,1102,1004,900,816,719,620,531,445,20186,19439,21858,21362,20113,18714,16478,14038,10847,6340,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",Microsoft Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2227),16 x 32768 MB,32GB 2Rx8 PC5-5600; slots 1 to 16 populated,Line-powered,1 x 960GB M.2 SSD P/N:4XB7A82674,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Apr-2024,2024,Jan-2024,Lenovo Global Technology,Jun-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240520-01414.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240520-01414.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD550 V3,2,2U,17532,3.83E+07,3.46E+07,3.07E+07,2.68E+07,2.28E+07,1.92E+07,1.54E+07,1.15E+07,7.68E+06,3.84E+06,2011,1946,1474,1211,1074,975,872,768,663,563,471,19045,17786,20837,22106,21247,19721,17636,15019,11595,6817,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",SUSE Linux Enterprise Server 15 SP5,5.14.21-150500.53-default,16 x 32768 MB,32GB 2Rx8 PC5-5600; slots 1 to 16 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Apr-2024,2024,Jan-2024,Lenovo Global Technology,May-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01408.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240507-01408.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SD550 V3,2,2U,17045,3.28E+07,2.97E+07,2.63E+07,2.31E+07,1.98E+07,1.65E+07,1.32E+07,9.89E+06,6.60E+06,3.30E+06,1677,1559,1235,1104,1003,903,819,721,618,531,458,19564,19041,21325,20924,19714,18251,16096,13721,10671,6211,256,4,64,2,Intel Xeon Platinum 8592+,1900,"64 Core, 1.9GHz, 320MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,128 MB I+D on chip per chip,320 MB I+D on chip per chip,None,"1,024",Microsoft Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2227),16 x 32768 MB,32GB 2Rx8 PC5-4800; slots 1 to 16 populated,Line-powered,1 x 960GB M.2 SSD,Integrated NVMe controller,Enabled (see SUT Notes),Shared,0,0,Mar-2024,2024,Jan-2024,Lenovo Global Technology,Feb-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01358.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01358.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SN550,14,10U,10738,6.94E+07,6.34E+07,5.61E+07,4.91E+07,4.21E+07,3.51E+07,2.81E+07,2.10E+07,1.40E+07,7.01E+06,5288,5008,4612,3879,3357,3036,2743,2458,2184,1885,1446,13133,12663,12172,12658,12544,11560,10230,8564,6421,3720,784,28,28,2,Intel Xeon Platinum 8176,2100,"28 Core, 2.10GHz, 38.5MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,2688,Microsoft Windows Server 2012 R2 DataCenter,Version 6.3.9600 (Build 9600),12 x 16 GB,"16GB 2Rx8 PC4-2666V-RE1-12-MA0; slots 1,3,5,8,10,12,13,15,17,20,22 and 24 for each processor",Line-powered,1 x 32GB M.2 SSD (Lenovo P/N SSD7A20774),Integrated SATA controller,Enabled (see SUT Notes),Shared,0,0,Aug-2017,2017,Jan-2015,Lenovo Global Technology,Oct-2017,"<A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171011-00794.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2017q4/power_ssj2008-20171011-00794.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SN550 V2,14,10U,9878,7.60E+07,6.86E+07,6.08E+07,5.34E+07,4.57E+07,3.81E+07,3.05E+07,2.29E+07,1.52E+07,7.63E+06,5637,5087,4682,4377,4087,3822,3568,3294,3021,2709,2115,13478,13479,12991,12192,11190,9968,8549,6951,5045,2815,896,28,32,2,Intel Xeon Platinum 8352M,2300,"32 Core, 2.30GHz, 48MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,1280 KB I+D on chip per core,48 MB I+D on chip per chip,None,3584,Suse Linux Enterprise Server 12 SP5,4.12.14-120-default,16 x 16 GB,"16GB 2Rx8 PC4-3200AA-RE2-12-MH1; slots 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15 and 16 for each processor",Line-powered,1 x 128GB M.2 SSD P/N:7N47A00130 M.2 Module P/N:4Y37A09738,Integrated SATA controller,Enabled (see SUT Notes),Shared,0,0,Jul-2021,2021,Dec-2019,Lenovo Global Technology,May-2022,"<A HREF=""/power_ssj2008/results/res2022q2/power_ssj2008-20220426-01172.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q2/power_ssj2008-20220426-01172.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SN850,7,10U,12295,7.10E+07,6.32E+07,5.69E+07,4.98E+07,4.27E+07,3.56E+07,2.85E+07,2.14E+07,1.42E+07,7.12E+06,4985,4338,3879,3455,3075,2723,2458,2202,1939,1651,1052,14249,14571,14654,14417,13895,13070,11587,9708,7348,4313,784,28,28,2,Intel Xeon Platinum 8276L,2200,"28-Core, 2.20 GHz, 39424 KB L3 Cache","2,4 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,"2,688",SUSE Linux Enterprise Server 12 SP4,Kernel 4.12.14-94.41-default,24 x 16 GB,"16GB 2Rx8 PC4-2933V-RE1-12-MA0; slots 1,3,5,8,10,12,13,15,17,20,22,24,25,27,29,32,34,36,37,39,41,44,46 and 48 for each processor",Line-powered,1 x 128GB M.2 SSD (Lenovo P/N 7N47A00130),Integrated SATA controller,Enabled (see SUT Notes),Shared,0,0,Apr-2019,2019,Dec-2018,Lenovo Global Technology,Aug-2019,"<A HREF=""/power_ssj2008/results/res2019q3/power_ssj2008-20190731-00999.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2019q3/power_ssj2008-20190731-00999.txt"">Text</A>"
power_ssj2008,1.2,Lenovo Global Technology,ThinkSystem SN850,7,10U,11538,7.06E+07,6.41E+07,5.71E+07,4.98E+07,4.28E+07,3.57E+07,2.86E+07,2.14E+07,1.43E+07,7.14E+06,5366,4683,4141,3670,3302,2982,2681,2391,2102,1801,820,13159,13693,13795,13568,12977,11969,10656,8961,6787,3965,784,28,28,2,Intel Xeon Platinum 8176,2100,"28 Core, 2.10GHz, 38.5MB L3 Cache","2,4 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,2688,Microsoft Windows Server 2012 R2 DataCenter,Version 6.3.9600 (Build 9600),24 x 16 GB,"16GB 2Rx8 PC4-2666V-RE1-12-MA0; slots 1,3,5,8,10,12,13,15,17,20,22,24,25,27,29,32,34,36,37,39,41,44,46,48 for each processor",Line-powered,1 x 32GB M.2 SSD (Lenovo P/N 7N47A00129),Integrated SAS controller,Enabled (see SUT Notes),Shared,0,0,Jul-2018,2018,Jan-2018,Lenovo Global Technology,Sep-2018,"<A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00852.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00852.txt"">Text</A>"
