Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720A-E12-RS12,1,2U,34859,2.74E+07,2.48E+07,2.20E+07,1.93E+07,1.66E+07,1.38E+07,1.10E+07,8.28E+06,5.53E+06,2.75E+06,679,588,516,459,411,380,352,319,279,231,131,40338,42183,42727,42107,40260,36284,31316,25950,19822,11912,256,2,128,2,AMD EPYC 9754,2250,"128-Core, 2.25GHz, AMD Core Performance Boost up to 3.10GHz, 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"256 MB I+D on chip per chip, 32 MB shared / 8 cores",None,384,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,24 x 16 GB,24 x 16GB 1Rx8 PC5-4800B-R ECC RDIMM; all DIMM slots populated,Line-powered,1 x 512GB Samsung P4X4 M.2 PCIE SSD P/N: 03B03-00379600,Integrated PCIe controller,Enabled (See SUT Notes),GOSPOWER G1358-1600WNB REV:0.1 P/N: 0A100-00251400,1,1600,Jun-2023,2023,Oct-2023,ASUSTeK Computer Inc.,Jan-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20231205-01348.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20231205-01348.txt"">Text</A>"
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720A-E12-RS12,1,2U,34294,2.75E+07,2.49E+07,2.21E+07,1.93E+07,1.66E+07,1.38E+07,1.10E+07,8.29E+06,5.52E+06,2.76E+06,652,590,511,462,433,402,369,338,297,249,126,42264,42179,43253,41883,38348,34311,29902,24545,18593,11049,256,2,128,2,AMD EPYC 9754,2250,"128-Core, 2.25GHz, AMD Core Performance Boost up to 3.10GHz, 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"256 MB I+D on chip per chip, 32 MB shared / 8 cores",None,384,Microsoft Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.1668),24 x 16 GB,24 x 16GB 1Rx8 PC5-4800B-R ECC RDIMM; all DIMM slots populated,Line-powered,1 x 512GB Samsung P4X4 M.2 PCIE SSD P/N: 03B03-00378600,Integrated PCIe controller,Enabled (See SUT Notes),CHICONY R18-1K6P1WA REV:01 P/N: 0A100-00250800,1,1600,Jun-2023,2023,Apr-2023,ASUSTeK Computer Inc.,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01275.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01275.txt"">Text</A>"
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720A-E12-RS12,1,2U,33609,2.67E+07,2.42E+07,2.15E+07,1.88E+07,1.62E+07,1.35E+07,1.08E+07,8.08E+06,5.39E+06,2.69E+06,644,593,517,456,426,397,365,333,293,246,132,41523,40887,41720,41272,37949,33948,29559,24230,18382,10962,256,2,128,2,AMD EPYC 9754,2250,"128-Core, 2.25GHz, AMD Core Performance Boost up to 3.10GHz, 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"256 MB I+D on chip per chip, 32 MB shared / 8 cores",None,384,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,24 x 16 GB,24 x 16GB 1Rx8 PC5-4800B-R ECC RDIMM; all DIMM slots populated,Line-powered,1 x 512GB Samsung P4X4 M.2 PCIE SSD P/N: 03B03-00378600,Integrated PCIe controller,Enabled (See SUT Notes),CHICONY R18-1K6P1WA REV:01 P/N: 0A100-00250800,1,1600,Jun-2023,2023,Jan-2023,ASUSTeK Computer Inc.,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01276.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01276.txt"">Text</A>"
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720A-E12-RS12,1,2U,30064,2.64E+07,2.39E+07,2.12E+07,1.86E+07,1.59E+07,1.33E+07,1.06E+07,7.95E+06,5.30E+06,2.64E+06,817,697,577,498,442,410,378,340,300,257,128,32269,34257,36738,37274,35941,32286,28059,23385,17654,10280,192,2,96,2,AMD EPYC 9654,2400,"96-Core, 2.40GHz, AMD Core Performance Boost up to 3.70GHz, 384MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"384 MB I+D on chip per chip, 32 MB shared / 8 cores",None,384,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,24 x 16 GB,24 x 16GB 1Rx8 PC5-4800B-R ECC RDIMM; all DIMM slots populated,Line-powered,1 x 256GB Samsung P4X4 M.2 PCIE SSD P/N: 03B03-00420800,Integrated PCIE controller,Enabled (See SUT Notes),CHICONY R18-1K6P1WA REV:01 P/N: 0A100-00250800,1,1600,Nov-2022,2022,Jun-2022,ASUSTeK Computer Inc.,Dec-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221204-01203.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221204-01203.txt"">Text</A>"
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720A-E12-RS12,1,2U,30602,2.70E+07,2.44E+07,2.16E+07,1.89E+07,1.62E+07,1.35E+07,1.08E+07,8.12E+06,5.42E+06,2.71E+06,827,686,576,499,446,414,381,343,304,260,126,32589,35542,37561,38009,36388,32667,28466,23688,17853,10398,192,2,96,2,AMD EPYC 9654,2400,"96-Core, 2.40GHz, AMD Core Performance Boost up to 3.70GHz, 384MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"384 MB I+D on chip per chip, 32 MB shared / 8 cores",None,384,Microsoft Windows Server 2019 Datacenter,Version 1809 (OS Build 17763.3532),24 x 16 GB,24 x 16GB 1Rx8 PC5-4800B-R ECC RDIMM; all DIMM slots populated,Line-powered,1 x 256GB Samsung P4X4 M.2 PCIE SSD P/N: 03B03-00420800,Integrated PCIE controller,Enabled (See SUT Notes),CHICONY R18-1K6P1WA REV:01 P/N: 0A100-00250800,1,1600,Nov-2022,2022,Oct-2022,ASUSTeK Computer Inc.,Dec-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221204-01204.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221204-01204.txt"">Text</A>"
power_ssj2008,1.2,ASUSTeK Computer Inc.,RS720Q-E9-RS8,4,2U,11935,1.93E+07,1.75E+07,1.55E+07,1.36E+07,1.17E+07,9.71E+06,7.77E+06,5.83E+06,3.89E+06,1.94E+06,1417,1287,1139,1003,888,783,689,598,513,427,193,13592,13584,13651,13548,13127,12399,11277,9747,7576,4543,224,8,28,2,Intel Xeon Platinum 8176M,2100,"28 Core, 2.10GHz, 38.5MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,768,Microsoft Windows Server 2012 R2 Datacenter,Version 6.3 (Build 9600),12 x 16 GB,"12 x 16GB 2Rx8 PC4-2666V ECC RDIMM; slots DIMM_A1, DIMMM_B1, DIMMM_C1, DIMMM_D1, DIMMM_E1, DIMMM_F1, DIMMM_G1, DIMMM_H1, DIMMM_J1, DIMMM_K1, DIMMM_L1, DIMMM_M1",Line-powered,1 x 960GB Intel DC S3520 SATA 2.5 SSD,Marvell 9230 SATA controller,Enabled,Shared,0,0,Jan-2019,2019,Aug-2018,ASUSTeK Computer Inc.,May-2019,"<A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190128-00875.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2019q2/power_ssj2008-20190128-00875.txt"">Text</A>"
power_ssj2008,1.2,Acer Incoporated,Acer AR360 F2,1,1U,3900,1.44E+06,1.30E+06,1.15E+06,1.01E+06,865402,720975,575426,432447,288246,145611,315,290,240,218,201,182,159,137,117,103,69.4,4564,4482,4793,4618,4296,3971,3630,3148,2454,1419,16,2,8,2,Intel Xeon E5-2660 2.2 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,"8 core, 2.2GHz, 20MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 MB I+D on chip per core,20 MB I+D on chip per chip,None,24,"Windows Server 2008, Enterprise Edition",R2 SP1,6 x 4096 MB,"4GB 2Rx8 PC3L-10600E; Slots 1A, 1B, 1C, 1D and 1E, 1F are populated",Line-powered,"1 x 500GB 7.2K RPM SATA 2.5"" HDD, Acer part #KH.50001.041",onboard SAS controller,Power save enabled in OS,Acer P/N PY.7000S.002,1,700,May-2012,2012,Oct-2012,acer Incorporated,Jan-2013,"<A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121224-00594.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121224-00594.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,AT310 F1,1,Tower,2004,309401,278676,249194,217895,186620,154372,123759,92955,61754,30617,125,117,106,94.8,82.6,71.6,64.6,57.5,51.2,46.1,35.4,2477,2389,2357,2298,2260,2155,1915,1617,1207,665,4,1,1,2,Intel Xeon X3470,2933,"Quad-Core, 2.93GHz, 8MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,Microsoft Windows Server 2008 R2 Enterprise Edition,6.1.7600 Build 7600,2 x 4096 MB,4GB 2Rx8 PC3-10600R; slots 1A and 2A are populated,Line-powered,1 x 320GB 7200RPM SATA,Integrated SATA controller,Balance power enabled in OS,FSP450-60EP,1,450,Mar-2010,2010,Dec-2009,Acer Incorporated,Feb-2011,"<A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110116-00335.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110116-00335.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AC100,1,Tower,3741,295443,267911,237256,209632,178284,150187,119937,89571,60394,30172,58,54.6,53,47.5,44.6,38.9,34.9,31.9,28.9,24.3,21.5,5093,4903,4473,4414,3999,3859,3441,2806,2093,1244,4,1,4,2,Intel Xeon E3-1260L,2400,"Quad-Core, 2.40 GHz, 8 MB L3 cache",1 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,"Windows Server 2008, Enterprise Edition",R2,2 x 4096 MB,"4GB 2Rx8 PC3-10600E; slots 1A, 2A populated",Line-powered,"1 x 500GB 3.5"" SATA, Acer Part#KH.50008.014",onboard SATA controller,Power save enabled in OS,DPS-200PB-177,1,200,Sep-2011,2011,Sep-2009,Acer Incorporated,Sep-2011,"<A HREF=""/power_ssj2008/results/res2011q3/power_ssj2008-20110822-00395.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q3/power_ssj2008-20110822-00395.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR160 F1(Intel Xeon X5670, 2.93 GHz)",1,1U,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Jun-2010,2010,Dec-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR180 F1(Intel Xeon X5670, 2.93 GHz)",1,2U,2485,897310,812323,720282,630685,542314,451509,360652,268388,179832,89988,265,248,233,217,199,180,163,148,137,125,76.4,3391,3273,3085,2904,2721,2508,2209,1808,1308,721,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA(Intel SSDSA2SH064G1GC #899386)",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Jun-2010,2010,Dec-2009,Acer Incorporated,Dec-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101104-00314.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101104-00314.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR320 F1 (Intel Xeon X3470, 2.93 GHz)",1,1U,1911,308318,278975,247799,216825,187840,155257,124747,93189,61611,30220,124,116,107,97.9,89.8,80.3,71.9,63.4,55,47.3,39.6,2481,2405,2326,2215,2091,1935,1735,1471,1120,639,4,1,4,2,Intel Xeon X3470,2933,"Quad-Core, 2.93GHz, 8MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,Microsoft Windows Server 2008 R2 Enterprise Edition,6.1.7600 Build 7600,2 x 4096 MB,4GB 2Rx8 PC3-10600R; slots 1A and 2A are populated,Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",Integrated SATA controller,Balance power enabled in OS,Acbel FS9030,1,400,Mar-2010,2010,Dec-2009,Acer Incorporated,Dec-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00310.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00310.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR360 F1 (Intel Xeon X5670, 2.93 GHz)",1,1U,2414,890144,800629,710930,624829,534810,442251,356683,268606,176427,88104,272,254,238,221,202,181,167,151,141,126,73.6,3268,3152,2992,2829,2650,2441,2138,1776,1251,697,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer Part#KF.0640N.001",onboard SATA controller,Power save enabled in OS,PWS-703P-1R,1,700,Jun-2010,2010,Dec-2009,Acer Incorporated,Sep-2010,"<A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100902-00287.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100902-00287.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR380 F1,1,2U,1597,466636,420349,373017,326520,280436,232609,187535,140832,93713,46011,197,187,177,166,156,146,137,128,118,107,88.1,2372,2249,2113,1964,1795,1592,1365,1100,791,430,8,2,4,2,Intel Xeon L5530,2400,"Quad-Core, 2.40GHz, 8MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,"Windows Server 2008 x64, Enterprise Edition",SP2,4 x 2048 MB,2GB 2Rx8 PC3-10600E; slots 1A and 2A are populated on each processor,Line-powered,1 x Intel X25-E Extreme 64 GB SLC SSD - SSDSA2SH064G1GC,Intel ICH10R SATA 3.0Gbps Controller,Balanced power enabled in OS,Supermicro PWS-721P-1R,1,720,May-2010,2010,Jun-2009,Acer Incorporated,Apr-2010,"<A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100310-00234.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100310-00234.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR380 F1 (Intel Xeon X5670, 2.93 GHz)",1,2U,2502,895860,806736,718604,628827,538905,447935,358548,270523,180217,91134,259,244,229,213,197,179,163,149,138,126,76.6,3458,3310,3132,2948,2742,2499,2197,1821,1309,726,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PS-0815,1,720,Jun-2010,2010,Sep-2009,Acer Incorporated,Jul-2010,"<A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100621-00272.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100621-00272.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR380 F2,1,2U,2219,946189,857366,758738,664762,567901,472447,378522,285473,190046,94499,325,311,278,249,231,209,187,169,153,138,99.6,2908,2759,2732,2671,2457,2258,2023,1689,1240,684,12,2,6,2,Intel Xeon E5-2630,2300,"6 core, 2.3 GHz, 15MB L3 Cache (Turbo Boost Technology up to 2.8 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,None,128,Windows Server 2008,R2 SP1,16 x 8192 MB,"8GB 2Rx8 PC3L-10600E; Slots 1A,2A,1B,2B, 1C,2C,1D,2D and 1E,2E, 1F,2F, 1G, 2G, 1H, 2H are populated",Line-powered,"2 x 300GB 15K RPM SAS 3.5"" HDD (P/N KH.30007.007)",LSI MegaRAID SAS 9260-8i,Power save enabled in OS,Acer P/N SC.9201S.002,1,920,May-2012,2012,Dec-2011,Acer Incorporated,Jul-2012,"<A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120524-00476.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120524-00476.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR380 F2,1,2U,2454,1.01E+06,909730,808944,706903,606301,501202,403711,304182,203864,101666,307,291,261,241,224,203,183,166,151,137,99.5,3282,3128,3100,2931,2711,2474,2205,1829,1348,741,12,2,6,2,Intel Xeon E5-2640,2500,"6 core, 2.5 GHz, 15MB L3 Cache (Turbo Boost Technology up to 3.0 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,None,128,Windows Server 2008,R2 SP1,16 x 8192 MB,"8GB 2Rx8 PC3L-10600E; Slots 1A,2A,1B,2B, 1C,2C,1D,2D and 1E,2E, 1F,2F,  1G, 2G, 1H, 2H are populated",Line-powered,"2 x 300GB 15K RPM SAS 3.5"" HDD (P/N KH.30007.007)",LSI MegaRAID SAS 9260-8i,Power save enabled in OS,Acer P/N SC.9201S.002,1,920,May-2012,2012,Dec-2011,Acer Incorporated,Jul-2012,"<A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120524-00477.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120524-00477.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR380 F2,1,2U,2705,1.35E+06,1.22E+06,1.09E+06,944435,814864,675576,539944,405542,269627,135050,409,378,324,296,273,245,218,190,167,147,103,3298,3221,3352,3187,2983,2758,2478,2138,1618,919,16,2,8,2,Intel Xeon E5-2665,2400,"8 core, 2.4 GHz, 20MB L3 Cache  (Turbo Boost Technology up to 3.1 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,None,128,Windows Server 2008,R2 SP1,16 x 8192 MB,"8GB 2Rx8 PC3L-10600E; Slots 1A,2A,1B,2B, 1C,2C,1D,2D and 1E,2E, 1F,2F,  1G, 2G, 1H, 2H are populated",Line-powered,"2 x 300GB 15K RPM SAS 3.5"" HDD (P/N KH.30007.007)",LSI MegaRAID SAS 9260-8i,Power save enabled in OS,Acer P/N SC.9201S.002,1,920,May-2012,2012,Dec-2011,Acer Incorporated,Jul-2012,"<A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120525-00479.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120525-00479.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR380 F2,1,2U,2980,990555,894788,799358,696735,596199,495415,397273,297661,198219,99326,254,239,212,200,184,165,146,129,117,107,81.9,3904,3737,3772,3482,3241,3000,2730,2306,1701,932,12,2,6,2,Intel Xeon E5-2640,2500,"6 core, 2.5 GHz, 15MB L3 Cache (Turbo Boost Technology up to 3.0 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,None,32,Windows Server 2008,R2 SP1,8 x 4096 MB,"4GB 2Rx8 PC3L-10600E; Slots 1A, 1B, 1C, 1D and 1E, 1F, 1G, 1H are populated",Line-powered,"1 x 500GB 7.2K RPM SATA 2.5"" HDD (P/N KH.50001.041)",onboard SAS controller,Power save enabled in OS,Acer P/N SC.9201S.002,1,920,May-2012,2012,Dec-2011,Acer Incorporated,Jul-2012,"<A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120525-00481.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120525-00481.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR385 F1,1,2U,2812,1.18E+06,1.07E+06,952377,834538,711865,593482,475542,355961,238235,119718,307,294,279,259,240,216,192,168,147,127,94.9,3851,3638,3417,3226,2968,2747,2480,2121,1620,940,32,2,16,1,AMD Opteron 6276,2300,"16 cores, 2.30 GHz (AMD Turbo CORE technology up to 3.20 GHz)","2,4 chips",512 KB I + 256 KB D on chip per core,"16 MB I+D on chip per chip, 2 MB shared / 2 cores","16 MB I+D on chip per chip, 8 MB shared / 8 cores",None,32,"Windows Server 2008, Enterprise Edition",R2,8 x 4096 MB,"4GB 2Rx8 PC3L-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 300GB SATA 10K RPM 2.5"" HDD, Acer part #TC.32700.088",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Jan-2012,2012,Dec-2010,Acer Incorporated,Apr-2012,"<A HREF=""/power_ssj2008/results/res2012q2/power_ssj2008-20120312-00443.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q2/power_ssj2008-20120312-00443.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR385 F1,1,2U,2506,987946,892932,794852,694471,596663,495157,396846,298426,196207,99534,290,274,259,242,224,204,180,157,137,120,89.8,3408,3260,3070,2869,2662,2428,2210,1900,1432,829,24,2,12,1,AMD Opteron 6238,2600,"12-Core, 2.60 GHz, 16 MB L3 cache","2,4 chips",384 KB I + 192 KB D on chip per chip,"12 MB I+D on chip per chip, 2 MB shared / 2 cores","16 MB I+D on chip per chip, 8 MB shard / 6 cores",None,32,"Windows Server 2008, Enterprise Edition",R2,8 x 4096 MB,"4GB 2Rx8 PC3L-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 300GB SATA 10K RPM 2.5"" HDD, Acer part #TC.32700.088",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Jan-2012,2012,Dec-2010,Acer Incorporated,Mar-2012,"<A HREF=""/power_ssj2008/results/res2012q1/power_ssj2008-20120213-00421.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q1/power_ssj2008-20120213-00421.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Acer AR385 F1 (AMD Opteron 6174, 2.20 GHz)",1,2U,2424,935214,843677,750490,655900,565852,470010,376000,280226,187526,94186,273,260,246,231,216,198,179,161,147,132,86.7,3426,3249,3056,2842,2621,2377,2102,1737,1279,712,24,2,12,1,AMD Opteron 6174,2200,"Twelve Core, 2.20 GHz, 12 MB L3 Cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,16,"Windows Server 2008, Enterprise Edition",R2,8 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Oct-2010,2010,Dec-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101021-00306.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101021-00306.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Acer AR580 F2,1,2U,3659,1.65E+06,1.48E+06,1.32E+06,1.15E+06,986651,825852,656365,494715,328332,164806,368,324,280,252,226,211,197,184,170,155,109,4471,4581,4699,4586,4370,3910,3324,2688,1936,1066,24,4,6,2,Intel Xeon E5-4607 2.2 GHz,2200,"6 core, 2.2 GHz, 12MB L3 Cache","2,4 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,64,"Windows Server 2008, Enterprise Edition",R2 SP1,8 x 8192 MB,"8GB 2Rx4 PC3-10600R; slots A1, B1, E1, F1, J1, K1, N1, P1 are populated",Line-powered,"1 x 100GB SSD 2.5"" SATA, Acer P/N KN.10004.002",onboard SAS controller,Power Saver Mode enabled in OS,Acer P/N SC.16M17.002,1,1600,May-2013,2013,Mar-2013,Acer Incorporated,Jun-2013,"<A HREF=""/power_ssj2008/results/res2013q2/power_ssj2008-20130605-00611.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2013q2/power_ssj2008-20130605-00611.txt"">Text</A>"
